k,1e-09_sc_low,1e-09_sc_upp,1e-09_hf_low,1e-09_hf_upp
379,0.40120088749106,0.6490988849880173,0.4105553236490915,0.6419446763509086
380,0.3999876549929251,0.6479168807500353,0.4093053236490915,0.6406946763509086
381,0.3987751859701715,0.6467341129827995,0.40805532364909153,0.6394446763509086
382,0.39756348014860166,0.6455505819632549,0.40680532364909144,0.6381946763509085
383,0.39635253726829944,0.6443662879540564,0.40555532364909147,0.6369446763509086
384,0.3951423570836152,0.6431812312036048,0.4043053236490915,0.6356946763509086
385,0.393932939363134,0.6419954119460569,0.4030553236490915,0.6344446763509086
386,0.3927242838896594,0.6408088304013615,0.40180532364909144,0.6331946763509085
387,0.39151639046019127,0.6396214867752683,0.40055532364909147,0.6319446763509086
388,0.39030925888590595,0.6384333812593531,0.3993053236490915,0.6306946763509086
389,0.38910288899214396,0.6372445140310324,0.3980553236490915,0.6294446763509086
390,0.38789728061838624,0.6360548852535783,0.39680532364909143,0.6281946763509085
391,0.38669243361824224,0.6348644950761376,0.39555532364909146,0.6269446763509086
392,0.38548834785943553,0.633673343633743,0.3943053236490915,0.6256946763509086
393,0.3842850232237933,0.6324814310473277,0.3930553236490915,0.6244446763509086
394,0.3830824596072395,0.6312887574237322,0.39180532364909143,0.6231946763509085
395,0.3818806569197666,0.6300953228557116,0.39055532364909146,0.6219446763509086
396,0.38067961508545434,0.6289011274219611,0.3893053236490915,0.6206946763509086
397,0.3794793340424394,0.6277061711870966,0.3880553236490915,0.6194446763509086
398,0.3782798137429225,0.6265104542016842,0.3868053236490914,0.6181946763509085
399,0.37708105415315374,0.6253139765022285,0.38555532364909145,0.6169446763509085
400,0.3758830552534437,0.6241167381111912,0.3843053236490915,0.6156946763509086
401,0.37468581703814907,0.6229187390369736,0.3830553236490915,0.6144446763509086
402,0.3734893395156722,0.6217199792739325,0.3818053236490915,0.6131946763509085
403,0.372293622708473,0.6205204588023789,0.3805553236490915,0.6119446763509085
404,0.37109866665305713,0.6193201775885622,0.3793053236490915,0.6106946763509086
405,0.36990447139999105,0.6181191355846843,0.3780553236490915,0.6094446763509086
406,0.36871103701388996,0.616917332728881,0.3768053236490915,0.6081946763509085
407,0.3675183635734498,0.6157147689452329,0.3755553236490915,0.6069446763509085
408,0.36632645117142504,0.6145114441437323,0.37430532364909147,0.6056946763509086
409,0.3651352999146572,0.6133073582203036,0.3730553236490915,0.6044446763509086
410,0.3639449099240787,0.6121025110567742,0.37180532364909147,0.6031946763509085
411,0.362755281334723,0.610896902520867,0.3705553236490915,0.6019446763509085
412,0.3615664142957373,0.6096905324661933,0.36930532364909147,0.6006946763509086
413,0.3603783089703936,0.608483400732233,0.3680553236490915,0.5994446763509086
414,0.35919096553610874,0.6072755071443272,0.36680532364909146,0.5981946763509085
415,0.3580043841844587,0.6060668515136534,0.3655553236490915,0.5969446763509085
416,0.3568185651211939,0.6048574336372105,0.36430532364909146,0.5956946763509086
417,0.3556335085662625,0.6036472532978038,0.3630553236490915,0.5944446763509086
418,0.35444921475382263,0.6024363102640176,0.36180532364909146,0.5931946763509085
419,0.35326568393227475,0.601224604290203,0.3605553236490915,0.5919446763509085
420,0.35208291636427447,0.6000121351164449,0.35930532364909146,0.5906946763509086
421,0.35090091232676734,0.5987989024685455,0.3580553236490915,0.5894446763509086
422,0.3497196721110013,0.5975849060579905,0.35680532364909145,0.5881946763509085
423,0.34853919602256556,0.5963701455819326,0.3555553236490915,0.5869446763509085
424,0.3473594843814143,0.5951546207231526,0.35430532364909145,0.5856946763509085
425,0.3461805375218896,0.5939383311500355,0.3530553236490915,0.5844446763509086
426,0.34500235579277105,0.5927212765165433,0.3518053236490915,0.5831946763509086
427,0.34382493955728133,0.5915034564621653,0.3505553236490915,0.5819446763509085
428,0.3426482891931468,0.5902848706119108,0.3493053236490915,0.5806946763509085
429,0.341472405092613,0.5890655185762482,0.3480553236490915,0.5794446763509086
430,0.34029728766249434,0.5878453999510858,0.3468053236490915,0.5781946763509086
431,0.33912293732420307,0.5866245143177222,0.3455553236490915,0.5769446763509085
432,0.33794935451379193,0.5854028612428144,0.3443053236490915,0.5756946763509085
433,0.3367765396819973,0.5841804402783348,0.34305532364909147,0.5744446763509086
434,0.3356044932942772,0.582957250961526,0.3418053236490915,0.5731946763509086
435,0.3344332158308614,0.5817332928148613,0.34055532364909147,0.5719446763509085
436,0.3332627077867859,0.580508565345993,0.3393053236490915,0.5706946763509085
437,0.33209296967195123,0.5792830680477159,0.33805532364909147,0.5694446763509086
438,0.330924002011163,0.5780568003979076,0.3368053236490915,0.5681946763509086
439,0.3297558053441827,0.5768297618594864,0.33555532364909146,0.5669446763509085
440,0.3285883802257854,0.5756019518803588,0.3343053236490915,0.5656946763509085
441,0.3274217272257991,0.5743733698933604,0.33305532364909146,0.5644446763509086
442,0.3262558469291724,0.5731440153162144,0.3318053236490915,0.5631946763509086
443,0.3250907399360201,0.5719138875514613,0.33055532364909146,0.5619446763509085
444,0.32392640686169116,0.5706829859864148,0.3293053236490915,0.5606946763509085
445,0.32276284833681324,0.5694513099930882,0.32805532364909146,0.5594446763509086
446,0.3216000650073597,0.5682188589281493,0.3268053236490915,0.5581946763509086
447,0.32043805753472077,0.5669856321328547,0.32555532364909145,0.5569446763509085
448,0.31927682659575685,0.5657516289329712,0.3243053236490915,0.5556946763509085
449,0.31811637288285466,0.5645168486387261,0.32305532364909145,0.5544446763509085
450,0.31695669710401675,0.5632812905447457,0.3218053236490915,0.5531946763509086
451,0.3157977999829128,0.5620449539299651,0.3205553236490915,0.5519446763509086
452,0.3146396822589569,0.5608078380575747,0.3193053236490915,0.5506946763509085
453,0.3134823446873719,0.5595699421749425,0.3180553236490915,0.5494446763509085
454,0.3123257880392707,0.5583312655135451,0.3168053236490915,0.5481946763509086
455,0.31117001310173364,0.5570918072888873,0.3155553236490915,0.5469446763509086
456,0.31001502067786846,0.55585156670042,0.3143053236490915,0.5456946763509085
457,0.3088608115869115,0.5546105429314807,0.3130553236490915,0.5444446763509085
458,0.30770738666428976,0.5533687351491892,0.31180532364909147,0.5431946763509086
459,0.3065547467617147,0.5521261425043826,0.3105553236490915,0.5419446763509086
460,0.3054028927472585,0.5508827641315216,0.30930532364909147,0.5406946763509085
461,0.3042518255054453,0.549638599148609,0.3080553236490915,0.5394446763509085
462,0.3031015459373334,0.5483936466571004,0.30680532364909147,0.5381946763509086
463,0.30195205496060984,0.547147905741816,0.3055553236490915,0.5369446763509086
464,0.30080335350967913,0.5459013754708462,0.30430532364909146,0.5356946763509085
465,0.29965544253575493,0.5446540548954596,0.3030553236490915,0.5344446763509085
466,0.2985083230069616,0.5434059430500099,0.30180532364909146,0.5331946763509086
467,0.29736199590841617,0.5421570389518298,0.3005553236490915,0.5319446763509086
468,0.296216462242351,0.5409073416011516,0.29930532364909146,0.5306946763509085
469,0.29507172302819307,0.5396568499809762,0.2980553236490915,0.5294446763509085
470,0.29392777930267644,0.5384055630569949,0.29680532364909146,0.5281946763509086
471,0.2927846321199459,0.5371534797774754,0.2955553236490915,0.5269446763509086
472,0.29164228255167046,0.5359005990731527,0.29430532364909145,0.5256946763509085
473,0.29050073168714197,0.5346469198571144,0.2930553236490915,0.5244446763509085
474,0.2893599806333871,0.5333924410247013,0.29180532364909145,0.5231946763509085
475,0.28822003051529155,0.5321371614533903,0.2905553236490915,0.5219446763509086
476,0.28708088247570807,0.5308810800026693,0.2893053236490915,0.5206946763509086
477,0.28594253767557376,0.5296241955139243,0.2880553236490915,0.5194446763509085
478,0.2848049972940305,0.5283665068103225,0.2868053236490915,0.5181946763509085
479,0.2836682625285545,0.527108012696688,0.2855553236490915,0.5169446763509086
480,0.2825323345950661,0.5258487119593678,0.2843053236490915,0.5156946763509086
481,0.2813972147280759,0.5245886033661208,0.2830553236490915,0.5144446763509085
482,0.2802629041807998,0.5233276856659697,0.2818053236490915,0.5131946763509085
483,0.2791294042252934,0.5220659575890796,0.28055532364909147,0.5119446763509086
484,0.27799671615258803,0.5208034178466253,0.2793053236490915,0.5106946763509086
485,0.2768648412728314,0.5195400651306497,0.27805532364909147,0.5094446763509085
486,0.2757337809154192,0.5182758981139177,0.2768053236490915,0.5081946763509085
487,0.2746035364291435,0.5170109154497871,0.27555532364909147,0.5069446763509086
488,0.27347410918233206,0.515745115772053,0.2743053236490915,0.5056946763509086
489,0.2723455005629929,0.5144784976948051,0.27305532364909146,0.5044446763509085
490,0.2712177119789787,0.5132110598122842,0.2718053236490915,0.5031946763509085
491,0.2700907448581198,0.5119428006987073,0.27055532364909146,0.5019446763509086
492,0.26896460064839034,0.5106737189081383,0.2693053236490915,0.5006946763509086
493,0.2678392808180621,0.5094038129743149,0.26805532364909146,0.4994446763509085
494,0.26671478685587013,0.5081330814104914,0.2668053236490915,0.4981946763509085
495,0.2655911202711674,0.5068615227092695,0.26555532364909146,0.4969446763509085
496,0.26446828259410005,0.5055891353424411,0.2643053236490915,0.4956946763509085
497,0.2633462753757736,0.5043159177608092,0.26305532364909145,0.4944446763509085
498,0.2622251001884205,0.503041868394016,0.2618053236490915,0.4931946763509085
499,0.26110475862557925,0.5017669856503741,0.26055532364909145,0.4919446763509085
500,0.2599852523022791,0.5004912679166822,0.2593053236490915,0.4906946763509085
501,0.25886658285520747,0.4992147135580366,0.2580553236490915,0.48944467635090855
502,0.2577487519429076,0.4979373209176592,0.2568053236490915,0.4881946763509085
503,0.25663176124595766,0.49665908831669725,0.2555553236490915,0.48694467635090855
504,0.2555156124671696,0.4953800140540384,0.2543053236490915,0.4856946763509085
505,0.25440030733177776,0.49410009640610897,0.2530553236490915,0.48444467635090854
506,0.25328584758763806,0.4928193336266795,0.2518053236490915,0.4831946763509085
507,0.25217223500543073,0.4915377239466625,0.2505553236490915,0.48194467635090854
508,0.25105947137886697,0.4902552655739042,0.24930532364909147,0.4806946763509085
509,0.24994755852489225,0.48897195669297466,0.2480553236490915,0.47944467635090854
510,0.2488364982839063,0.4876877954649582,0.24680532364909147,0.4781946763509085
511,0.24772629251996847,0.4864027800272288,0.2455553236490915,0.47694467635090854
512,0.24661694312102633,0.48511690849324174,0.24430532364909147,0.4756946763509085
513,0.24550845199913607,0.48383017895229763,0.2430553236490915,0.47444467635090853
514,0.24440082109068806,0.48254258946931794,0.24180532364909146,0.4731946763509085
515,0.24329405235664414,0.48125413808461515,0.2405553236490915,0.47194467635090853
516,0.24218814778276476,0.47996482281364894,0.23930532364909146,0.4706946763509085
517,0.24108310937985422,0.47867464164679296,0.2380553236490915,0.46944467635090853
518,0.23997893918400237,0.47738359254908735,0.23680532364909146,0.4681946763509085
519,0.2388756392568323,0.47609167345998726,0.23555532364909149,0.4669446763509085
520,0.23777321168575383,0.4747988822931136,0.23430532364909146,0.4656946763509085
521,0.23667165858422035,0.47350521693598957,0.23305532364909148,0.4644446763509085
522,0.23557098209198957,0.47221067524978133,0.23180532364909145,0.4631946763509085
523,0.23447118437538073,0.4709152550690281,0.23055532364909148,0.4619446763509085
524,0.23337226762756746,0.4696189542013831,0.22930532364909145,0.4606946763509085
525,0.23227423406882652,0.46832177042730905,0.22805532364909148,0.4594446763509085
526,0.23117708594683162,0.46702370149982697,0.2268053236490915,0.45819467635090855
527,0.2300808255369422,0.465724745144215,0.22555532364909148,0.4569446763509085
528,0.22898545514248037,0.46442489905771,0.2243053236490915,0.45569467635090855
529,0.22789097709503658,0.46312416090922826,0.22305532364909147,0.4544446763509085
530,0.22679739375476737,0.46182252833905,0.2218053236490915,0.45319467635090854
531,0.22570470751069482,0.46051999895851337,0.22055532364909147,0.4519446763509085
532,0.22461292078102657,0.45921657034971197,0.2193053236490915,0.45069467635090854
533,0.2235220360134682,0.4579122400651624,0.21805532364909147,0.4494446763509085
534,0.22243205568553903,0.4566070056274869,0.2168053236490915,0.44819467635090854
535,0.22134298230491256,0.45530086452909047,0.21555532364909147,0.4469446763509085
536,0.22025481840974193,0.4539938142318106,0.2143053236490915,0.44569467635090854
537,0.21916756656899583,0.45268585216658286,0.21305532364909147,0.4444446763509085
538,0.21808122938281493,0.4513769757331011,0.2118053236490915,0.44319467635090853
539,0.21699580948285546,0.4500671822994453,0.21055532364909146,0.4419446763509085
540,0.21591130953264626,0.4487564692017372,0.2093053236490915,0.44069467635090853
541,0.2148277322279648,0.4474448337437694,0.20805532364909146,0.4394446763509085
542,0.21374508029719175,0.44613227319661897,0.2068053236490915,0.43819467635090853
543,0.21266335650170265,0.44481878479828874,0.20555532364909146,0.4369446763509085
544,0.21158256363624361,0.4435043657533021,0.20430532364909149,0.4356946763509085
545,0.21050270452932807,0.4421890132323181,0.20305532364909146,0.4344446763509085
546,0.209423782043634,0.4408727243717262,0.20180532364909148,0.4331946763509085
547,0.20834579907640893,0.43955549627323676,0.20055532364909145,0.4319446763509085
548,0.20726875855988303,0.438237326003467,0.19930532364909148,0.4306946763509085
549,0.20619266346169285,0.43691821059351754,0.19805532364909145,0.4294446763509085
550,0.2051175167853102,0.43559814703853594,0.19680532364909148,0.4281946763509085
551,0.20404332157047156,0.4342771322972777,0.1955553236490915,0.42694467635090855
552,0.202970080893634,0.4329551632916655,0.19430532364909148,0.4256946763509085
553,0.20189779786841688,0.43163223690632124,0.1930553236490915,0.42444467635090855
554,0.2008264756460736,0.4303083499881125,0.19180532364909147,0.4231946763509085
555,0.1997561174159519,0.4289834993456665,0.1905553236490915,0.42194467635090854
556,0.19868672640597862,0.4276576817489016,0.18930532364909147,0.4206946763509085
557,0.19761830588314666,0.42633089392852574,0.1880553236490915,0.41944467635090854
558,0.19655085915400916,0.42500313257553657,0.18680532364909147,0.4181946763509085
559,0.1954843895651872,0.4236743943407153,0.1855553236490915,0.41694467635090854
560,0.19441890050388566,0.42234467583410373,0.18430532364909147,0.4156946763509085
561,0.1933543953984196,0.4210139736244758,0.1830553236490915,0.41444467635090854
562,0.1922908777187481,0.4196822842387937,0.18180532364909147,0.4131946763509085
563,0.19122835097701618,0.4183496041616611,0.1805553236490915,0.41194467635090853
564,0.1901668187281188,0.41701592983476754,0.17930532364909146,0.4106946763509085
565,0.1891062845702629,0.41568125765630504,0.1780553236490915,0.40944467635090853
566,0.18804675214554833,0.4143455839803917,0.17680532364909146,0.4081946763509085
567,0.18698822514054936,0.41300890511647337,0.1755553236490915,0.40694467635090853
568,0.1859307072869213,0.411671217328727,0.17430532364909146,0.4056946763509085
569,0.18487420236201135,0.41033251683543537,0.17305532364909149,0.4044446763509085
570,0.18381871418948048,0.40899279980835834,0.17180532364909146,0.4031946763509085
571,0.1827642466399415,0.40765206237209295,0.17055532364909148,0.4019446763509085
572,0.18171080363160652,0.4063103006034161,0.16930532364909145,0.4006946763509085
573,0.18065838913094645,0.40496751053061786,0.16805532364909148,0.3994446763509085
574,0.17960700715337063,0.4036236881328238,0.16680532364909145,0.3981946763509085
575,0.1785566617639084,0.4022788293392915,0.16555532364909148,0.3969446763509085
576,0.17750735707791176,0.40093293002871255,0.1643053236490915,0.39569467635090855
577,0.17645909726177744,0.39958598602848505,0.16305532364909148,0.3944446763509085
578,0.17541188653366724,0.3982379931139709,0.1618053236490915,0.39319467635090855
579,0.1743657291642573,0.3968889470077528,0.16055532364909147,0.3919446763509085
580,0.17332062947749893,0.39553884337886247,0.1593053236490915,0.39069467635090854
581,0.17227659185139277,0.39418767784199427,0.15805532364909147,0.3894446763509085
582,0.17123362071877524,0.39283544595670816,0.1568053236490915,0.38819467635090854
583,0.17019172056813303,0.39148214322661834,0.15555532364909147,0.3869446763509085
584,0.169150895944421,0.3901277650985503,0.1543053236490915,0.38569467635090854
585,0.16811115144990452,0.38877230696170073,0.15305532364909147,0.3844446763509085
586,0.16707249174501793,0.3874157641467638,0.1518053236490915,0.38319467635090854
587,0.16603492154924226,0.38605813192504745,0.15055532364909147,0.3819446763509085
588,0.1649984456419914,0.3846994055075651,0.1493053236490915,0.38069467635090853
589,0.16396306886353595,0.38333958004412205,0.14805532364909146,0.3794446763509085
590,0.1629287961159317,0.3819786506223585,0.1468053236490915,0.37819467635090853
591,0.1618956323639632,0.3806166122667902,0.14555532364909146,0.3769446763509085
592,0.16086358263612965,0.3792534599378361,0.1443053236490915,0.37569467635090853
593,0.15983265202562502,0.37788918853079434,0.14305532364909146,0.3744446763509085
594,0.1588028456913606,0.37652379287483206,0.14180532364909149,0.3731946763509085
595,0.1577741688589971,0.37515726773192626,0.14055532364909146,0.3719446763509085
596,0.15674662682200413,0.3737896077957942,0.13930532364909148,0.3706946763509085
597,0.15572022494274118,0.3724208076907993,0.13805532364909145,0.3694446763509085
598,0.15469496865356192,0.3710508619708306,0.13680532364909148,0.3681946763509085
599,0.15367086345794356,0.3696797651181587,0.13555532364909145,0.3669446763509085
600,0.15264791493163965,0.3683075115422668,0.13430532364909148,0.3656946763509085
601,0.1516261287238625,0.3669340955786564,0.13305532364909145,0.36444467635090855
602,0.15060551055848448,0.36555951148762,0.13180532364909148,0.3631946763509085
603,0.14958606623527237,0.36418375345299836,0.13055532364909145,0.36194467635090855
604,0.14856780163114958,0.3628068155808978,0.12930532364909147,0.3606946763509085
605,0.1475507227014794,0.3614286918983821,0.12805532364909145,0.35944467635090854
606,0.14653483548138868,0.3600493763521424,0.12680532364909147,0.3581946763509085
607,0.1455201460871095,0.3586688628071192,0.12555532364909144,0.35694467635090854
608,0.14450666071735874,0.35728714504511394,0.12430532364909146,0.3556946763509085
609,0.1434943856547526,0.3559042167633547,0.12305532364909146,0.35444467635090854
610,0.14248332726724322,0.3545200715730249,0.12180532364909145,0.3531946763509085
611,0.14147349200959436,0.35313470299777283,0.12055532364909145,0.35194467635090854
612,0.14046488642489818,0.3517481044721774,0.11930532364909145,0.3506946763509085
613,0.13945751714611143,0.35036026934016895,0.11805532364909148,0.34944467635090853
614,0.1384513908976448,0.3489711908534342,0.11680532364909148,0.34819467635090856
615,0.13744651449697765,0.34758086216976025,0.11555532364909148,0.34694467635090853
616,0.13644289485631933,0.3461892763513549,0.11430532364909148,0.34569467635090856
617,0.13544053898429842,0.344796426363117,0.11305532364909147,0.34444467635090853
618,0.1344394539877105,0.3434023050708783,0.11180532364909147,0.34319467635090856
619,0.13343964707329437,0.34200690523957955,0.11055532364909147,0.3419446763509085
620,0.13244112554955045,0.34061021953142023,0.10930532364909147,0.34069467635090855
621,0.1314438968286138,0.3392122405039655,0.10805532364909147,0.3394446763509085
622,0.13044796842816608,0.3378129606081888,0.10680532364909147,0.33819467635090855
623,0.12945334797339414,0.3364123721864787,0.10555532364909147,0.3369446763509085
624,0.12846004319899773,0.3350104674705948,0.10430532364909147,0.33569467635090855
625,0.12746806195125404,0.33360723857957086,0.10305532364909147,0.3344446763509085
626,0.12647741219011954,0.3322026775175585,0.10180532364909146,0.33319467635090855
627,0.12548810199140048,0.3307967761716314,0.10055532364909146,0.3319446763509085
628,0.12450013954896977,0.32938952630951546,0.09930532364909146,0.33069467635090855
629,0.12351353317703573,0.3279809195772694,0.09805532364909146,0.3294446763509085
630,0.12252829131247966,0.32657094749691484,0.09680532364909146,0.32819467635090854
631,0.12154442251725661,0.3251596014639877,0.09555532364909146,0.3269446763509085
632,0.12056193548082872,0.32374687274501934,0.09430532364909146,0.32569467635090854
633,0.11958083902270644,0.3223327524749986,0.09305532364909146,0.3244446763509085
634,0.11860114209501749,0.32091723165469865,0.09180532364909146,0.32319467635090854
635,0.1176228537851679,0.31950030114798866,0.09055532364909145,0.3219446763509085
636,0.1166459833185608,0.31808195167904085,0.08930532364909145,0.32069467635090854
637,0.11567054006138933,0.3166621738294779,0.08805532364909145,0.3194446763509085
638,0.11469653352351394,0.31524095803544283,0.08680532364909148,0.31819467635090853
639,0.11372397336140216,0.3138182945845721,0.08555532364909148,0.31694467635090856
640,0.11275286938115914,0.3123941736129109,0.08430532364909148,0.31569467635090853
641,0.1117832315416375,0.31096858510172476,0.08305532364909148,0.31444467635090856
642,0.11081506995763135,0.3095415188742292,0.08180532364909147,0.31319467635090853
643,0.10984839490315734,0.30811296459222715,0.08055532364909147,0.31194467635090856
644,0.10888321681483215,0.30668291175265683,0.07930532364909147,0.3106946763509085
645,0.10791954629534006,0.3052513496840308,0.07805532364909147,0.30944467635090855
646,0.10695739411699667,0.30381826754278163,0.07680532364909147,0.3081946763509085
647,0.10599677122541395,0.30238365430950565,0.07555532364909147,0.30694467635090855
648,0.10503768874327979,0.3009474987850954,0.07430532364909147,0.3056946763509085
649,0.10408015797422498,0.29950978958674446,0.07305532364909147,0.30444467635090855
650,0.1031241904068192,0.29807051514387084,0.07180532364909147,0.3031946763509085
651,0.1021697977186844,0.2966296636938881,0.07055532364909146,0.30194467635090855
652,0.10121699178070298,0.29518722327785296,0.06930532364909146,0.3006946763509085
653,0.10026578466138691,0.293743181736022,0.06805532364909146,0.29944467635090855
654,0.09931618863134373,0.2922975267032135,0.06680532364909146,0.2981946763509085
655,0.09836821616789204,0.2908502456040847,0.06555532364909146,0.29694467635090854
656,0.09742187995981189,0.28940132564823606,0.06430532364909146,0.2956946763509085
657,0.09647719291224022,0.28795075382517143,0.06305532364909146,0.29444467635090854
658,0.09553416815170734,0.2864985168991011,0.061805323649091456,0.2931946763509085
659,0.09459281903133421,0.285044601403594,0.060555323649091455,0.29194467635090854
660,0.09365315913618999,0.2835889936360535,0.059305323649091454,0.2906946763509085
661,0.09271520228881303,0.2821316796520179,0.05805532364909145,0.28944467635090854
662,0.09177896255489948,0.2806726452592836,0.05680532364909145,0.2881946763509085
663,0.0908444542491812,0.2792118760118484,0.05555532364909148,0.28694467635090853
664,0.08991169194148063,0.2777493572036437,0.05430532364909148,0.28569467635090856
665,0.0889806904629612,0.27628507386207857,0.053055323649091476,0.28444467635090853
666,0.08805146491257654,0.27481901074136605,0.051805323649091475,0.28319467635090856
667,0.08712403066373686,0.27335115231563556,0.050555323649091474,0.28194467635090853
668,0.08619840337117679,0.27188148277180046,0.04930532364909147,0.28069467635090856
669,0.08527459897805656,0.2704099860022158,0.04805532364909147,0.2794446763509085
670,0.08435263372330637,0.26893664559707364,0.04680532364909147,0.27819467635090855
671,0.08343252414919111,0.267461444836526,0.04555532364909147,0.2769446763509085
672,0.08251428710915609,0.26598436668257996,0.04430532364909147,0.27569467635090855
673,0.081597939775919,0.26450539377066684,0.04305532364909147,0.2744446763509085
674,0.08068349964983978,0.26302450840095004,0.041805323649091466,0.27319467635090855
675,0.07977098456758158,0.26154169252932524,0.040555323649091465,0.2719446763509085
676,0.07886041271106747,0.26005692775809774,0.039305323649091464,0.27069467635090855
677,0.07795180261675427,0.25857019532633085,0.03805532364909146,0.2694446763509085
678,0.07704517318521531,0.2570814760998401,0.03680532364909146,0.26819467635090855
679,0.07614054369108403,0.2555907505608581,0.03555532364909146,0.2669446763509085
680,0.07523793379333221,0.2540979987972801,0.03430532364909146,0.26569467635090854
681,0.07433736354592801,0.2526032004915525,0.03305532364909146,0.2644446763509085
682,0.07343885340887168,0.2511063349091278,0.03180532364909146,0.26319467635090854
683,0.07254242425964275,0.24960738088650636,0.030555323649091456,0.2619446763509085
684,0.07164809740505929,0.24810631681881046,0.029305323649091455,0.26069467635090854
685,0.07075589459357867,0.24660312064690215,0.028055323649091454,0.2594446763509085
686,0.06986583802806112,0.2450977698440061,0.026805323649091453,0.25819467635090854
687,0.06897795037900367,0.24359024140180963,0.025555323649091452,0.2569446763509085
688,0.06809225479829195,0.24208051181604162,0.02430532364909148,0.25569467635090853
689,0.06720877493346611,0.24056855707145497,0.023055323649091478,0.25444467635090856
690,0.06632753494254262,0.23905435262624042,0.021805323649091476,0.25319467635090853
691,0.06544855950940676,0.2375378733958068,0.020555323649091475,0.25194467635090856
692,0.06457187385982321,0.23601909373592023,0.019305323649091474,0.25069467635090853
693,0.06369750377806205,0.23449798742512917,0.018055323649091473,0.24944467635090856
694,0.06282547562420826,0.2329745276465116,0.016805323649091472,0.24819467635090853
695,0.061955816352155746,0.23144868696861953,0.015555323649091471,0.24694467635090855
696,0.06108855352833409,0.22992043732565925,0.01430532364909147,0.24569467635090853
697,0.060223715351210516,0.22838974999683104,0.013055323649091469,0.24444467635090855
698,0.05936133067159577,0.22685659558477533,0.011805323649091468,0.24319467635090852
699,0.05850142901379518,0.22532094399309943,0.010555323649091466,0.24194467635090855
700,0.05764404059766126,0.22378276440293154,0.009305323649091465,0.24069467635090852
701,0.05678919636156554,0.22224202524843162,0.008055323649091464,0.23944467635090855
702,0.05593692798638339,0.220698694191252,0.006805323649091463,0.23819467635090852
703,0.05508726792049834,0.21915273809380487,0.005555323649091462,0.23694467635090855
704,0.05424024940590855,0.21760412299135956,0.004305323649091461,0.23569467635090852
705,0.05339590650549031,0.21605281406285537,0.00305532364909146,0.23444467635090854
706,0.052554274131468626,0.2144987756003558,0.0018053236490914587,0.23319467635090851
707,0.051715388075185054,0.21294197097710132,0.0005553236490914715,0.23194467635090854
708,0.05087928503820549,0.2113823626140262,0.0,0.23069467635090854
709,0.05004600266486703,0.20981991194471117,0.0,0.22944467635090854
710,0.04921557957633638,0.20825457937863134,0.0,0.22819467635090854
711,0.048388055406263786,0.20668632426260958,0.0,0.22694467635090854
712,0.047563470838117405,0.2051151048403823,0.0,0.22569467635090854
713,0.046741867644322754,0.2035408782101682,0.0,0.22444467635090853
714,0.04592328872728402,0.20196360028006433,0.0,0.22319467635090853
715,0.045107778162409295,0.20038322572119682,0.0,0.22194467635090853
716,0.044295381243270704,0.1987997079184598,0.0,0.22069467635090853
717,0.043486144529009674,0.1972129989186695,0.0,0.21944467635090853
718,0.042680115894142445,0.1956230493760054,0.0,0.21819467635090853
719,0.04187734458090486,0.19402980849452467,0.0,0.21694467635090853
720,0.041077881254295456,0.19243322396757767,0.0,0.21569467635090855
721,0.040281778059998,0.19083324191391426,0.0,0.21444467635090853
722,0.039489088685352836,0.1892298068102396,0.0,0.21319467635090855
723,0.038699868423578865,0.18762286142000262,0.0,0.21194467635090852
724,0.037914174241479026,0.18601234671815148,0.0,0.21069467635090855
725,0.03713206485082199,0.18439820181151978,0.0,0.20944467635090852
726,0.03635360078368344,0.18278036385462482,0.0,0.20819467635090855
727,0.035578844471987114,0.18115876796045438,0.0,0.20694467635090852
728,0.03480786033155603,0.17953334710594815,0.0,0.20569467635090855
729,0.034040714850967824,0.177904032031714,0.0,0.20444467635090852
730,0.03327747668556624,0.17627075113560253,0.0,0.20319467635090854
731,0.032518216756977636,0.1746334303596242,0.0,0.20194467635090851
732,0.03176300835855228,0.17299199306974233,0.0,0.20069467635090854
733,0.031011927267131645,0.17134635992791303,0.0,0.19944467635090854
734,0.030265051861637193,0.16969644875583945,0.0,0.19819467635090854
735,0.029522463248961683,0.1680421743896794,0.0,0.19694467635090854
736,0.028784245397732833,0.16638344852504539,0.0,0.19569467635090854
737,0.028050485280543436,0.1647201795514237,0.0,0.19444467635090854
738,0.02732127302529508,0.1630522723751464,0.0,0.19319467635090853
739,0.026596702076383316,0.16137962822994056,0.0,0.19194467635090853
740,0.025876869366494026,0.15970214447393183,0.0,0.19069467635090853
741,0.02516187549986071,0.15801971437192186,0.0,0.18944467635090853
742,0.024451824947916978,0.1563322268616184,0.0,0.18819467635090853
743,0.023746826258373765,0.15463956630233144,0.0,0.18694467635090853
744,0.023046992278816902,0.1529416122044629,0.0,0.18569467635090853
745,0.02235244039607398,0.1512382389380379,0.0,0.18444467635090855
746,0.02166329279268442,0.14952931541817227,0.0,0.18319467635090853
747,0.020979676721951335,0.14781470476524272,0.0,0.18194467635090855
748,0.020301724803213794,0.14609426393722658,0.0,0.18069467635090852
749,0.01962957533912746,0.14436784333133101,0.0,0.17944467635090855
750,0.01896337265692183,0.14263528635171818,0.0,0.17819467635090852
751,0.018303267475827778,0.14089642893976395,0.0,0.17694467635090855
752,0.017649417303071124,0.13915109906272427,0.0,0.17569467635090852
