N_out,P_low,P_upp
0,8.385825367440702e-11,1.0
1,0.9914249964876515,0.9999999999999903
2,0.9905409766391988,0.999999997544378
3,0.989738568839111,0.9999998217964399
4,0.9889894148808394,0.9999983672358835
5,0.9882787111069569,0.9999935383594191
6,0.987597616818798,0.9999832904894885
7,0.9869403037290421,0.9999662309533983
8,0.9863026396640809,0.9999416314803081
9,0.9856815488019587,0.9999092456881604
10,0.9850747699284735,0.9998691300055377
11,0.9844804852068652,0.9998215147611422
12,0.9838971943501794,0.9997667212297658
13,0.9833234601144623,0.9997051110541445
14,0.9827591053981548,0.999637056467784
15,0.982202828154307,0.9995629233615334
16,0.9816528774642114,0.999483062126188
17,0.981110633444493,0.9993978031430648
18,0.9805740844092806,0.9993074550163608
19,0.9800431540806752,0.9992123043915627
20,0.9795178678338773,0.9991126166610387
21,0.9789974350908915,0.9990086371356625
22,0.9784815788806799,0.9989005924304635
23,0.9779699609812064,0.9987886919155359
24,0.9774626207202816,0.9986731291465408
25,0.9769588220707113,0.9985540832276972
26,0.9764590703604181,0.99843172008358
27,0.9759625051823585,0.9983061936301286
28,0.9754693177625224,0.9981776468436047
29,0.9749791678193753,0.9980462127309503
30,0.9744920125362028,0.99791201520754
31,0.9740076610018,0.9977751698894842
32,0.9735260113763782,0.9976357848080256
33,0.9730469396491392,0.9974939610534341
34,0.9725703408066364,0.9973497933554576
35,0.9720958272975724,0.9972033706068419
36,0.9716241545772677,0.9970547763359102
37,0.9711541292903639,0.996904089133568
38,0.9706867149457207,0.9967513830396099
39,0.9702207833950948,0.9965967278926227
40,0.9697574009276504,0.9964401896473681
41,0.9692954150030122,0.9962818306630559
42,0.9688355421387785,0.9961217099655543
43,0.9683774397205769,0.9959598834862399
44,0.9679209329530893,0.9957964042798839
45,0.9674660752645108,0.9956313227236961
46,0.9670128151396022,0.9954646866994258
47,0.9665611037286369,0.9952965417601842
48,0.9661108946575652,0.9951269312834969
49,0.9656621438552341,0.9949558966119046
50,0.9652148093958631,0.9947834771823092
51,0.9647688513551159,0.9946097106451091
52,0.9643242316783788,0.9944346329740879
53,0.963880914060023,0.9942582785678928
54,0.9634388638325143,0.994080680343857
55,0.9629980478644146,0.9939018698248591
56,0.9625584344664359,0.9937218772198282
57,0.9621199933047574,0.9935407314984387
58,0.9616826953209499,0.9933584604604995
59,0.9612465126578882,0.99317509080048
60,0.9608114185911159,0.9929906481675804
61,0.9603773874651894,0.9928051572217113
62,0.9599443946345634,0.9926186416857111
63,0.9595124164085681,0.9924311243941039
64,0.9590814300002779,0.9922426273386873
65,0.9586514134787818,0.9920531717111545
66,0.9582223457246785,0.991862777943028
67,0.9577942063885234,0.9916714657430795
68,0.9573669758519425,0.991479254132426
69,0.9569406351912565,0.9912861614774916
70,0.9565151661434225,0.991092205520975
71,0.9560905510740727,0.9908974034109633
72,0.9556667729475199,0.9907017717283411
73,0.9552438152985919,0.9905053265126057
74,0.9548216622061408,0.9903080832861964
75,0.9544002982681078,0.990110057077446
76,0.9539797085780921,0.9899112624422511
77,0.9535598787031784,0.98971171348452
78,0.9531407946630996,0.989511423875537
79,0.9527224429105287,0.9893104068722494
80,0.9523048103124884,0.9891086753345917
