N_out,P_low,P_upp
0,0.9608265316468895,1.0
1,0.9557011263884629,0.9999999999999878
2,0.9513510416926033,0.9999999938188374
3,0.9474091530877997,0.9999994356884341
4,0.943734440363145,0.9999942002342167
5,0.94025366289202,0.9999754130572083
6,0.9369226163178875,0.9999334483749525
7,0.9337120477984352,0.9998610659461274
8,0.9306013444760892,0.9997539684638984
9,0.9275753014981625,0.9996102059639717
10,0.9246223044900866,0.9994294147252225
11,0.9217332335697567,0.9992122102138371
12,0.9189007656421073,0.9989597697182857
13,0.9161189105302734,0.9986735638150148
14,0.9133826913929878,0.9983551898603498
15,0.9106879178959559,0.9980062716063931
16,0.9080310210965468,0.997628400555354
17,0.9054089306104567,0.9972231032880252
18,0.9028189814893179,0.9967918247913492
19,0.9002588424414262,0.9963359215296355
20,0.8977264596850917,0.995856660350485
21,0.8952200124509546,0.9953552207873092
22,0.8927378772994107,0.9948326992416511
23,0.8902785992016409,0.9942901141066878
24,0.8878408678755193,0.9937284112569883
25,0.8854234982508952,0.9931484695588095
26,0.8830254142136557,0.9925511061996669
27,0.8806456349780623,0.9919370817267258
28,0.8782832635844289,0.9913071047402643
29,0.8759374771293787,0.9906618362234214
30,0.8736075184191079,0.9900018935105307
31,0.871292688799536,0.9893278539085758
32,0.8689923419661136,0.9886402579929254
33,0.8667058785940444,0.9879396126016
34,0.8644327416594578,0.9872263935532188
35,0.862172412345592,0.9865010481133654
36,0.8599244064467583,0.9857639972329327
37,0.8576882711978574,0.9850156375804324
38,0.8554635824693121,0.9842563433884937
39,0.8532499422770871,0.9834864681329922
40,0.8510469765654801,0.982706346061499
41,0.8488543332269353,0.981916293586092
42,0.8466716803285474,0.9811166105540432
43,0.8444987045194203,0.9803075814084926
44,0.8423351095967787,0.9794894762499525
45,0.8401806152118632,0.9786625518083375
46,0.8380349556992646,0.977827052334195
47,0.8358978790155683,0.9769832104168888
48,0.8337691457750581,0.9761312477366754
49,0.8316485283718169,0.975271375756878
50,0.8295358101789276,0.9744037963617245
51,0.8274307848166345,0.9735287024448299
52,0.8253332554823253,0.9726462784527988
53,0.8232430343360537,0.9717567008879637
54,0.8211599419360628,0.9708601387738715
55,0.8190838067194127,0.9699567540867704
56,0.8170144645233733,0.9690467021560247
57,0.8149517581437297,0.9681301320361031
