N_out,P_low,P_upp
0,0.9940447320971594,1.0
1,0.9930666258247921,0.9999999999984375
2,0.9922362275709683,0.9999999687440747
3,0.9914821849314046,0.9999990279314012
4,0.9907774917544521,0.9999941592329569
5,0.9901082730318524,0.999982015091471
6,0.9894662257256878,0.9999605806629989
7,0.9888458936606175,0.9999291102591426
8,0.9882434549674376,0.9998876271841108
9,0.9876561049359595,0.9998365415143535
10,0.987081710809965,0.9997764282429537
11,0.9865186046131103,0.9997079107808513
12,0.9859654518238525,0.9996316034239489
13,0.9854211644011588,0.9995480850235292
14,0.9848848410745529,0.9994578887301766
15,0.9843557251010414,0.9993614998134582
16,0.9838331736068342,0.9992593573727769
17,0.9833166348429643,0.9991518577634535
18,0.9828056309867195,0.9990393586192815
19,0.9822997449167916,0.9989221829107695
20,0.9817986098919858,0.9988006227730502
21,0.981301901388702,0.9986749429923704
22,0.9808093305685549,0.9985453841201952
23,0.9803206389942426,0.9984121652239045
24,0.9798355943133764,0.9982754863014814
25,0.9793539867015748,0.9981355303945804
26,0.9788756259073863,0.9979924654354643
27,0.9784003387788447,0.9978464458614849
28,0.9779279671788847,0.9976976140277121
29,0.9774583662172787,0.9975461014448269
30,0.9769914027421663,0.997392029865957
31,0.9765269540459821,0.9972355122429313
32,0.9760649067496115,0.9970766535695779
33,0.9756051558356167,0.9969155516271807
34,0.9751476038068515,0.996752297645045
35,0.9746921599511146,0.9965869768872627
36,0.9742387396959264,0.9964196691751832
37,0.9737872640402677,0.9962504493537446
38,0.9733376590523308,0.9960793877086711
39,0.9728898554241356,0.9959065503405692
40,0.9724437880753208,0.9957319995011228
41,0.9719993957996252,0.9955557938958854
42,0.9715566209485605,0.9953779889575617
43,0.9711154091475962,0.995198637093161
44,0.9706757090408573,0.9950177879079636
45,0.9702374720609076,0.9948354884088659
46,0.9698006522206641,0.9946517831893471
47,0.9693652059248947,0.9944667145980206
48,0.9689310917990896,0.994280322892497
49,0.9684982705337862,0.9940926463800736
50,0.968066704742673,0.9939037215465907
51,0.9676363588330089,0.9937135831746355
52,0.967207198887076,0.9935222644521414
53,0.9667791925535341,0.9933297970723093
54,0.9663523089476885,0.9931362113256791
55,0.9659265185597872,0.9929415361850843
56,0.9655017931705734,0.9927457993841461
57,0.965078105773403,0.9925490274898934
58,0.9646554305023115,0.9923512459700332
59,0.964233742565485,0.9921524792553428
60,0.9638130181836461,0.9919527507976049
61,0.9633932345329176,0.9917520831234689
62,0.962974369691773,0.9915504978845787
63,0.9625564025917195,0.9913480159042786
64,0.9621393129714001,0.9911446572211753
65,0.9617230813338268,0.9909404411298117
66,0.9613076889064889,0.9907353862186797
67,0.9608931176041022,0.9905295104057825
68,0.96047934999379,0.9903228309719351
69,0.9600663692625019,0.9901153645919752
70,0.9596541591864997,0.989907127364044
71,0.9592427041027504,0.9896981348370764
72,0.9588319888820827,0.9894884020366363
73,0.9584219989039766,0.9892779434892142
74,0.9580127200328649,0.9890667732450971
75,0.9576041385958386,0.9888549048999131
76,0.9571962413616544,0.988642351614942
77,0.9567890155209533,0.9884291261362759
78,0.9563824486676057,0.9882152408129109
79,0.9559765287811056,0.9880007076138393
80,0.9555712442099418,0.9877855381442094
81,0.955166583655882,0.9875697436606148
82,0.9547625361591086,0.9873533350855683
83,0.9543590910841486,0.9871363230212152
84,0.953956238106551,0.9869187177623309
85,0.9535539672002571,0.9867005293086507
86,0.9531522686256269,0.9864817673765718
87,0.952751132918075,0.9862624414102659
88,0.9523505508772817,0.9860425605922389
89,0.9519505135569423,0.9858221338533705
90,0.9515510122550235,0.9856011698824643
91,0.9511520385044958,0.9853796771353384
92,0.9507535840645129,0.9851576638434812
93,0.9503556409120145,0.9849351380222996
94,0.9499582012337245,0.9847121074789812
95,0.9495612574185256,0.9844885798199929
96,0.949164802050186,0.9842645624582373
97,0.9487688279004203,0.9840400626198829
98,0.9483733279222646,0.9838150873508889
99,0.9479782952437505,0.9835896435232406
100,0.9475837231618596,0.9833637378409094
101,0.9471896051367441,0.9831373768455527
102,0.9467959347862008,0.9829105669219693
103,0.9464027058803827,0.9826833143033205
104,0.9460099123367366,0.9824556250761293
105,0.9456175482151569,0.9822275051850717
106,0.9452256077133413,0.9819989604375671
107,0.9448340851623402,0.9817699965081801
108,0.9444429750222896,0.9815406189428425
109,0.9440522718783182,0.9813108331629049
110,0.9436619704366203,0.981080644469025
111,0.9432720655206855,0.9808500580449016
112,0.9428825520676797,0.9806190789608616
113,0.9424934251249665,0.9803877121773069
114,0.9421046798467672,0.9801559625480274
115,0.941716311490947,0.9799238348233866
116,0.941328315415928,0.9796913336533869
117,0.9409406870777162,0.9794584635906181
118,0.9405534220270433,0.9792252290930954
119,0.9401665159066146,0.9789916345269929
120,0.9397799644484585,0.9787576841692758
121,0.9393937634713742,0.9785233822102358
122,0.9390079088784725,0.9782887327559363
123,0.9386223966548056,0.9780537398305672
124,0.9382372228650818,0.9778184073787184
125,0.937852383651462,0.9775827392675704
126,0.9374678752314335,0.9773467392890097
127,0.9370836938957595,0.9771104111616692
128,0.9366998360064986,0.9768737585328992
129,0.9363162979950941,0.9766367849806694
130,0.9359330763605269,0.9763994940154077
131,0.9355501676675336,0.976161889081775
132,0.9351675685448827,0.9759239735603823
133,0.9347852756837096,0.975685750769449
134,0.9344032858359067,0.9754472239664075
135,0.9340215958125667,0.9752083963494544
136,0.9336402024824768,0.9749692710590518
137,0.9332591027706616,0.9747298511793793
138,0.9328782936569742,0.9744901397397394
139,0.9324977721747308,0.9742501397159194
140,0.9321175354093902,0.9740098540315082
141,0.9317375804972738,0.973769285559173
142,0.9313579046243274,0.9735284371218954
143,0.9309785050249195,0.97328731149417
144,0.9305993789806789,0.9730459114031654
145,0.9302205238193664,0.9728042395298496
146,0.9298419369137817,0.9725622985100814
147,0.9294636156807035,0.9723200909356693
148,0.9290855575798613,0.9720776193553979
149,0.928707760112938,0.9718348862760242
150,0.928330220822602,0.9715918941632441
151,0.9279529372915681,0.9713486454426307
152,0.9275759071416863,0.9711051425005451
153,0.9271991280330558,0.9708613876850214
154,0.9268225976631665,0.9706173833066243
155,0.9264463137660639,0.9703731316392847
156,0.9260702741115378,0.9701286349211097
157,0.9256944765043351,0.96988389535517
158,0.9253189187833941,0.9696389151102655
159,0.9249435988210998,0.9693936963216696
160,0.9245685145225612,0.9691482410918525
161,0.9241936638249073,0.9689025514911844
162,0.9238190446966038,0.9686566295586202
163,0.9234446551367871,0.9684104773023641
164,0.9230704931746172,0.968164096700518
165,0.9226965568686486,0.9679174897017109
166,0.9223228443062166,0.9676706582257123
167,0.9219493536028416,0.9674236041640291
168,0.9215760829016479,0.9671763293804865
169,0.9212030303727989,0.9669288357117936
170,0.9208301942129464,0.9666811249680946
171,0.9204575726446944,0.9664331989335053
172,0.920085163916077,0.9661850593666362
173,0.9197129663000497,0.9659367080011012
174,0.9193409780939938,0.9656881465460141
175,0.918969197619233,0.9654393766864727
176,0.9185976232205627,0.9651904000840298
177,0.9182262532657914,0.9649412183771529
178,0.9178550861452925,0.9646918331816723
179,0.9174841202715687,0.9644422460912185
180,0.9171133540788261,0.9641924586776478
181,0.9167427860225592,0.9639424724914583
182,0.9163724145791463,0.9636922890621953
183,0.9160022382454541,0.9634419098988473
184,0.9156322555384528,0.9631913364902317
185,0.9152624649948397,0.962940570305372
186,0.9148928651706717,0.9626896127938654
187,0.914523454641008,0.9624384653862419
