N_out,P_low,P_upp
0,0.9971692290355392,1.0
1,0.9968187865141763,1.0
2,0.9965250611550838,0.999999999899995
3,0.9962614545116668,0.9999999855755418
4,0.9960023279023887,0.999999813781793
5,0.9957685460435102,0.9999990955774807
6,0.9955359381131011,0.9999973219471869
7,0.9953207353236099,0.9999940435301462
8,0.9951047845168626,0.9999889454725106
9,0.9949050700285541,0.999981844195811
10,0.9946900824527021,0.999972657254139
11,0.9945000847130862,0.9999613719105513
12,0.9943005134721895,0.9999480202860972
13,0.9941143594330147,0.9999326617087207
14,0.9939267663568863,0.9999153708219982
15,0.9937327555874221,0.9998962298192448
16,0.9935533653268404,0.9998753234884284
17,0.9933772429186184,0.9998527361248816
18,0.9931917605852235,0.9998285496681917
19,0.993015211968882,0.9998028426341509
20,0.992846291493782,0.9997756895587869
21,0.9926659362237137,0.9997471607687785
22,0.9924951053038217,0.9997173223566702
23,0.992316739028782,0.9996862362813939
24,0.9921598878444103,0.9996539605422577
25,0.9919812036461123,0.9996205493927289
26,0.9918270809425349,0.9995860535723353
27,0.9916512687571283,0.9995505205428942
28,0.9914915492450715,0.9995139947205149
29,0.9913207802678536,0.9994765176982513
30,0.991172856578057,0.9994381284565351
31,0.9909979193272314,0.9993988635600148
32,0.9908406265674171,0.9993587573403381
33,0.9906924483375338,0.9993178420650547
34,0.9905270930654493,0.9992761480931327
35,0.9903654861352271,0.9992337040178356
36,0.9902096223373889,0.9991905367977787
37,0.9900491582474958,0.9991466718770394
38,0.9898999606675845,0.9991021332951925
39,0.9897453536062133,0.9990569437881087
40,0.9895907502780741,0.999011124880314
41,0.989442050258462,0.9989646969696395
42,0.9892938710813974,0.9989176794048799
43,0.9891332371883292,0.998870090557054
44,0.9889789947587995,0.9988219478848773
45,0.9888224893264661,0.9987732679949444
46,0.9886780324114107,0.9987240666971212
47,0.9885379366539645,0.9986743590555718
48,0.9883799128476147,0.9986241594357926
49,0.9882325086953293,0.9985734815480468
50,0.9880840231302441,0.9985223384874753
51,0.9879298378107849,0.9984707427712113
52,0.9877869223065867,0.9984187063727322
53,0.9876410035376593,0.9983662407537026
54,0.9875013088649944,0.998313356893513
55,0.9873552196089036,0.9982600653167146
56,0.9872118258631447,0.9982063761185207
57,0.9870554101171424,0.9981522989885384
58,0.9869040465628875,0.9980978432328682
59,0.9867682799532203,0.9980430177947106
60,0.9866267060582421,0.9979878312735958
61,0.9864739517273936,0.9979322919433433
62,0.9863358552514491,0.9978764077688504
63,0.9861905983900693,0.9978201864218036
64,0.98603922944747,0.9977636352953917
65,0.9859139015330356,0.9977067615180939
66,0.9857563082904506,0.9976495719666175
67,0.985618939193779,0.9975920732780403
68,0.985480866409206,0.9975342718612246
69,0.9853395315039766,0.9974761739075424
70,0.9851984927312205,0.9974177854009766
71,0.9850577440247588,0.9973591121276293
72,0.9849172795243021,0.9973001596846797
73,0.984777093565803,0.9972409334888418
74,0.9846371806723299,0.9971814387843313
75,0.9844975355455161,0.9971216806504081
76,0.9843581530574975,0.9970616640084908
77,0.9842190282433199,0.9970013936288896
78,0.9840801562937435,0.9969408741371732
79,0.9839415325485068,0.9968801100202102
80,0.9838031524899054,0.9968191056318726
81,0.9836650117367551,0.996757865198464
82,0.9835271060386804,0.996696392823856
83,0.9833894312706865,0.9966346924943648
84,0.9832519834280465,0.9965727680833882
85,0.9831147586214181,0.9965106233558034
86,0.9829777530722486,0.9964482619721594
87,0.982840963108391,0.9963856874926533
88,0.9827043851599405,0.996322903380922
89,0.9825680157553079,0.9962599130076538
90,0.9824318515174274,0.9961967196540176
91,0.9822958891602096,0.9961333265149531
92,0.9821601254851376,0.9960697367022878
93,0.9820245573780079,0.9960059532477189
94,0.9818891818058825,0.9959419791056683
